t,data
3.57,1.075
3.58,1.075
3.59,1.075
3.6,1.075
3.61,1.075
3.62,1.075
3.63,1.075
3.64,1.075
3.65,1.075
3.66,1.075
3.67,1.075
3.68,1.075
3.69,1.075
3.7,1.075
3.71,1.075
3.72,1.075
3.73,1.075
3.74,1.075
3.75,1.075
3.76,1.075
3.77,1.075
3.78,1.075
3.79,1.075
3.8,1.075
3.81,1.075
3.82,1.075
3.83,1.075
3.84,1.075
3.85,1.075
3.86,1.075
3.87,1.075
3.88,1.075
3.89,1.075
3.9,1.075
3.91,1.075
3.92,1.075
3.93,1.075
3.94,1.075
3.95,1.075
3.96,1.075
3.97,1.075
3.98,1.075
3.99,1.075
4,1.075
4.01,1.075
4.02,1.075
4.03,1.075
4.04,1.075
4.05,1.075
4.06,1.075
4.07,1.075
4.08,1.075
4.09,1.075
4.1,1.075
4.11,1.075
4.12,1.075
4.13,1.075
4.14,1.075
4.15,1.075
4.16,1.075
4.17,1.075
4.18,1.075
4.19,1.075
4.2,1.075
4.21,1.075
4.22,1.075
4.23,1.075
4.24,1.075
4.25,1.075
4.26,1.075
4.27,1.075
4.28,1.075
4.29,1.075
4.3,1.075
4.31,1.075
4.32,1.075
4.33,1.075
4.34,1.075
4.35,1.075
4.36,1.075
4.37,1.075
4.38,1.075
4.39,1.075
4.4,1.075
4.41,1.075
4.42,1.075
4.43,1.075
4.44,1.075
4.45,1.075
4.46,1.075
4.47,1.075
4.48,1.075
4.49,1.075
4.5,1.075
4.51,1.075
4.52,1.075
4.53,1.075
4.54,1.075
4.55,1.075
4.56,1.075
4.57,1.075
4.58,1.075
4.59,1.075
4.6,1.075
4.61,1.075
4.62,1.075
4.63,1.075
4.64,1.075
4.65,1.075
4.66,1.075
4.67,1.075
4.68,1.075
4.69,1.075
4.7,1.075
4.71,1.075
4.72,1.075
4.73,1.075
4.74,1.075
4.75,1.075
4.76,1.075
4.77,1.075
4.78,1.075
4.79,1.075
4.8,1.075
4.81,1.075
4.82,1.075
4.83,1.075
4.84,1.075
4.85,1.075
4.86,1.075
4.87,1.075
4.88,1.075
4.89,1.075
4.9,1.075
4.91,1.075
4.92,1.075
4.93,1.075
4.94,1.075
4.95,1.075
4.96,1.075
4.97,1.075
4.98,1.075
4.99,1.075
5,1.075
5.01,1.075
5.02,1.075
5.03,1.075
5.04,1.075
5.05,1.075
5.06,1.075
5.07,1.075
5.08,1.075
5.09,1.075
5.1,1.075
5.11,1.075
5.12,1.075
5.13,1.075
5.14,1.075
5.15,1.075
5.16,1.075
5.17,1.075
5.18,1.075
5.19,1.075
5.2,1.075
5.21,1.075
5.22,1.075
5.23,1.075
5.24,1.075
5.25,1.075
5.26,1.075
5.27,1.075
5.28,1.075
5.29,1.075
5.3,1.075
5.31,1.075
5.32,1.075
5.33,1.075
5.34,1.075
5.35,1.075
5.36,1.075
5.37,1.075
5.38,1.075
5.39,1.075
5.4,1.075
5.41,1.075
5.42,1.075
5.43,1.075
5.44,1.075
5.45,1.075
5.46,1.075
5.47,1.075
5.48,1.075
5.49,1.075
5.5,1.075
5.51,1.075
5.52,1.075
5.53,1.075
5.54,1.075
5.55,1.075
5.56,1.075
5.57,1.075
5.58,1.075
5.59,1.075
5.6,1.075
5.61,1.075
5.62,1.075
5.63,1.075
5.64,1.075
5.65,1.075
5.66,1.075
5.67,1.075
5.68,1.075
5.69,1.075
5.7,1.075
5.71,1.075
5.72,1.075
5.73,1.075
5.74,1.075
5.75,1.075
5.76,1.075
5.77,1.075
5.78,1.075
5.79,1.075
5.8,1.075
5.81,1.075
5.82,1.075
5.83,1.075
5.84,1.075
5.85,1.075
5.86,1.075
5.87,1.075
5.88,1.075
5.89,1.075
5.9,1.075
5.91,1.075
5.92,1.075
5.93,1.075
5.94,1.075
5.95,1.075
5.96,1.075
5.97,1.075
5.98,1.075
5.99,1.075
6,1.075
6.01,1.075
6.02,1.075
6.03,1.075
6.04,1.075
6.05,1.075
6.06,1.075
6.07,1.075
6.08,1.075
6.09,1.075
6.1,1.075
6.11,1.075
6.12,1.075
6.13,1.075
6.14,1.075
6.15,1.075
6.16,1.075
6.17,1.075
6.18,1.075
6.19,1.075
6.2,1.075
6.21,1.075
6.22,1.075
6.23,1.075
6.24,1.075
6.25,1.075
6.26,1.075
6.27,1.075
6.28,1.075
6.29,0.075
6.3,0.075
6.31,0.075
6.32,0.075
6.33,0.075
6.34,0.075
6.35,0.075
6.36,0.075
6.37,0.075
6.38,0.075
6.39,0.075
6.4,0.075
6.41,0.075
6.42,0.075
6.43,0.075
6.44,0.075
6.45,0.075
6.46,0.075
6.47,0.075
6.48,0.075
6.49,0.075
6.5,0.075
6.51,0.075
6.52,0.075
6.53,0.075
6.54,0.075
6.55,0.075
6.56,0.075
6.57,0.075
6.58,0.075
6.59,0.075
6.6,0.075
6.61,0.075
6.62,0.075
6.63,0.075
6.64,0.075
6.65,0.075
6.66,0.075
6.67,0.075
6.68,0.075
6.69,0.075
6.7,0.075
6.71,0.075
6.72,0.075
6.73,0.075
6.74,0.075
6.75,0.075
6.76,0.075
6.77,0.075
6.78,0.075
6.79,0.075
6.8,0.075
6.81,0.075
6.82,0.075
6.83,0.075
6.84,0.075
6.85,0.075
6.86,0.075
6.87,0.075
6.88,0.075
6.89,0.075
6.9,0.075
6.91,0.075
6.92,0.075
6.93,0.075
6.94,0.075
6.95,0.075
6.96,0.075
6.97,0.075
6.98,0.075
6.99,0.075
7,0.075
7.01,0.075
7.02,0.075
7.03,0.075
7.04,0.075
7.05,0.075
7.06,0.075
7.07,0.075
7.08,0.075
7.09,0.075
7.1,0.075
7.11,0.075
7.12,0.075
7.13,0.075
7.14,0.075
7.15,0.075
7.16,0.075
7.17,0.075
7.18,0.075
7.19,0.075
7.2,0.075
7.21,0.075
7.22,0.075
7.23,0.075
7.24,0.075
7.25,0.075
7.26,0.075
7.27,0.075
7.28,0.075
7.29,0.075
7.3,0.075
7.31,0.075
7.32,0.075
7.33,0.075
7.34,0.075
7.35,0.075
7.36,0.075
7.37,0.075
7.38,0.075
7.39,0.075
7.4,0.075
7.41,0.075
7.42,0.075
7.43,0.075
7.44,0.075
7.45,0.075
7.46,0.075
7.47,0.075
7.48,0.075
7.49,0.075
7.5,0.075
7.51,0.075
7.52,0.075
7.53,0.075
7.54,0.075
7.55,0.075
7.56,0.075
7.57,0.075
7.58,0.075
7.59,0.075
7.6,0.075
7.61,0.075
7.62,0.075
7.63,0.075
7.64,0.075
7.65,0.075
7.66,0.075
7.67,0.075
7.68,0.075
7.69,0.075
7.7,0.075
7.71,0.075
7.72,0.075
7.73,0.075
7.74,0.075
7.75,0.075
7.76,0.075
7.77,0.075
7.78,0.075
7.79,0.075
7.8,0.075
7.81,0.075
7.82,0.075
7.83,0.075
7.84,0.075
7.85,0.075
7.86,0.075
7.87,0.075
7.88,0.075
7.89,0.075
7.9,0.075
7.91,0.075
7.92,0.075
7.93,0.075
7.94,0.075
7.95,0.075
7.96,0.075
7.97,0.075
7.98,0.075
7.99,0.075
8,0.075
8.01,0.075
8.02,0.075
8.03,0.075
8.04,0.075
8.05,0.075
8.06,0.075
8.07,0.075
8.08,0.075
8.09,0.075
8.1,0.075
8.11,0.075
8.12,0.075
8.13,0.075
8.14,0.075
8.15,0.075
8.16,0.075
8.17,0.075
8.18,0.075
8.19,0.075
8.2,0.075
8.21,0.075
8.22,0.075
8.23,0.075
8.24,0.075
8.25,0.075
8.26,0.075
8.27,0.075
8.28,0.075
8.29,0.075
8.3,0.075
8.31,0.075
8.32,0.075
8.33,0.075
8.34,0.075
8.35,0.075
8.36,0.075
8.37,0.075
8.38,0.075
8.39,0.075
8.4,0.075
8.41,0.075
8.42,0.075
8.43,0.075
8.44,0.075
8.45,0.075
8.46,0.075
8.47,0.075
8.48,0.075
8.49,0.075
8.5,0.075
8.51,0.075
8.52,0.075
8.53,0.075
8.54,0.075
8.55,0.075
8.56,0.075
8.57,0.075
8.58,0.075
8.59,0.075
8.6,0.075
8.61,0.075
8.62,0.075
8.63,0.075
8.64,0.075
8.65,0.075
8.66,0.075
8.67,0.075
8.68,0.075
8.69,0.075
8.7,0.075
8.71,0.075
8.72,0.075
8.73,0.075
8.74,0.075
8.75,0.075
8.76,0.075
8.77,0.075
8.78,0.075
8.79,0.075
8.8,0.075
8.81,0.075
8.82,0.075
8.83,0.075
8.84,0.075
8.85,0.075
8.86,0.075
8.87,0.075
8.88,0.075
8.89,0.075
8.9,0.075
8.91,0.075
8.92,0.075
8.93,0.075
8.94,0.075
8.95,0.075
8.96,0.075
8.97,0.075
8.98,0.075
8.99,0.075
9,0.075
9.01,0.075
9.02,0.075
9.03,0.075
9.04,0.075
9.05,0.075
9.06,0.075
9.07,0.075
9.08,0.075
9.09,0.075
9.1,0.075
9.11,0.075
9.12,0.075
9.13,0.075
9.14,0.075
9.15,0.075
9.16,0.075
9.17,0.075
9.18,0.075
9.19,0.075
9.2,0.075
9.21,0.075
9.22,0.075
9.23,0.075
9.24,0.075
9.25,0.075
9.26,0.075
9.27,0.075
9.28,0.075
9.29,0.075
9.3,0.075
9.31,0.075
9.32,0.075
9.33,0.075
9.34,0.075
9.35,0.075
9.36,0.075
9.37,0.075
9.38,0.075
9.39,0.075
9.4,0.075
9.41,0.075
9.42,0.075
9.43,0.075
9.44,0.075
9.45,0.075
9.46,0.075
9.47,0.075
9.48,0.075
9.49,0.075
9.5,0.075
9.51,0.075
9.52,0.075
9.53,0.075
9.54,0.075
9.55,0.075
9.56,0.075
9.57,0.075
9.58,0.075
9.59,0.075
9.6,0.075
9.61,0.075
9.62,0.075
9.63,0.075
9.64,0.075
9.65,0.075
9.66,0.075
9.67,0.075
9.68,0.075
9.69,0.075
9.7,0.075
9.71,0.075
9.72,0.075
9.73,0.075
9.74,0.075
9.75,0.075
9.76,0.075
9.77,0.075
9.78,0.075
9.79,0.075
9.8,0.075
9.81,0.075
9.82,0.075
9.83,0.075
9.84,0.075
9.85,0.075
9.86,0.075
9.87,0.075
9.88,0.075
9.89,0.075
9.9,0.075
9.91,0.075
9.92,0.075
9.93,0.075
9.94,0.075
9.95,0.075
9.96,0.075
9.97,0.075
9.98,0.075
9.99,0.075
10,0.075
10.01,0.075
10.02,0.075
10.03,0.075
10.04,0.075
10.05,0.075
10.06,0.075
10.07,0.075
10.08,0.075
10.09,0.075
10.1,0.075
10.11,0.075
10.12,0.075
10.13,0.075
10.14,0.075
10.15,0.075
10.16,0.075
10.17,0.075
10.18,0.075
10.19,0.075
10.2,0.075
10.21,0.075
10.22,0.075
10.23,0.075
10.24,0.075
10.25,0.075
10.26,0.075
10.27,0.075
10.28,0.075
10.29,0.075
10.3,0.075
10.31,0.075
10.32,0.075
10.33,0.075
10.34,0.075
10.35,0.075
10.36,0.075
10.37,0.075
10.38,0.075
10.39,0.075
10.4,0.075
10.41,0.075
10.42,0.075
10.43,0.075
10.44,0.075
10.45,0.075
10.46,0.075
10.47,0.075
10.48,0.075
10.49,0.075
10.5,0.075
10.51,0.075
10.52,0.075
10.53,0.075
10.54,0.075
10.55,0.075
10.56,0.075
10.57,0.075
10.58,0.075
10.59,0.075
10.6,0.075
10.61,0.075
10.62,0.075
10.63,0.075
10.64,0.075
10.65,0.075
10.66,0.075
10.67,0.075
10.68,0.075
10.69,0.075
10.7,0.075
10.71,0.075
10.72,0.075
10.73,0.075
10.74,0.075
10.75,0.075
10.76,0.075
10.77,0.075
10.78,0.075
10.79,0.075
10.8,0.075
10.81,0.075
10.82,0.075
10.83,0.075
10.84,0.075
10.85,0.075
10.86,0.075
10.87,0.075
10.88,0.075
10.89,0.075
10.9,0.075
10.91,0.075
10.92,0.075
10.93,0.075
10.94,0.075
10.95,0.075
10.96,0.075
10.97,0.075
10.98,0.075
10.99,0.075
11,0.075
11.01,0.075
11.02,0.075
11.03,0.075
11.04,0.075
11.05,0.075
11.06,0.075
11.07,0.075
11.08,0.075
11.09,0.075
11.1,0.075
11.11,0.075
11.12,0.075
11.13,0.075
11.14,0.075
11.15,0.075
11.16,0.075
11.17,0.075
11.18,0.075
11.19,0.075
11.2,0.075
11.21,0.075
11.22,0.075
11.23,0.075
11.24,0.075
11.25,0.075
11.26,0.075
11.27,0.075
11.28,0.075
11.29,0.075
11.3,0.075
11.31,0.075
11.32,0.075
11.33,0.075
11.34,0.075
11.35,0.075
11.36,0.075
11.37,0.075
11.38,0.075
11.39,0.075
11.4,0.075
11.41,0.075
11.42,0.075
11.43,0.075
11.44,0.075
11.45,0.075
11.46,0.075
11.47,0.075
11.48,0.075
11.49,0.075
11.5,0.075
11.51,0.075
11.52,0.075
11.53,0.075
11.54,0.075
11.55,0.075
11.56,0.075
11.57,0.075
11.58,0.075
11.59,0.075
11.6,0.075
11.61,0.075
11.62,0.075
11.63,0.075
11.64,0.075
11.65,0.075
11.66,0.075
11.67,0.075
11.68,0.075
11.69,0.075
11.7,0.075
11.71,0.075
11.72,0.075
11.73,0.075
11.74,0.075
11.75,0.075
11.76,0.075
11.77,0.075
11.78,0.075
11.79,0.075
11.8,0.075
11.81,0.075
11.82,0.075
11.83,0.075
11.84,0.075
11.85,0.075
11.86,0.075
11.87,0.075
11.88,0.075
11.89,0.075
11.9,0.075
11.91,0.075
11.92,0.075
11.93,0.075
11.94,0.075
11.95,0.075
11.96,0.075
11.97,0.075
11.98,0.075
11.99,0.075
12,0.075
12.01,0.075
12.02,0.075
12.03,0.075
12.04,0.075
12.05,0.075
12.06,0.075
12.07,0.075
12.08,0.075
12.09,0.075
12.1,0.075
12.11,0.075
12.12,0.075
12.13,0.075
12.14,0.075
12.15,0.075
12.16,0.075
12.17,0.075
12.18,0.075
12.19,0.075
12.2,0.075
12.21,0.075
12.22,0.075
12.23,0.075
12.24,0.075
12.25,0.075
12.26,0.075
12.27,0.075
12.28,0.075
12.29,0.075
12.3,0.075
12.31,0.075
12.32,0.075
12.33,0.075
12.34,0.075
12.35,0.075
12.36,0.075
12.37,0.075
12.38,0.075
12.39,0.075
12.4,0.075
12.41,0.075
12.42,0.075
12.43,0.075
12.44,0.075
12.45,0.075
12.46,0.075
12.47,0.075
12.48,0.075
12.49,0.075
12.5,0.075
12.51,0.075
12.52,0.075
12.53,0.075
12.54,0.075
12.55,0.075
12.56,0.075
12.57,1.075
12.58,1.075
12.59,1.075
12.6,1.075
12.61,1.075
12.62,1.075
12.63,1.075
12.64,1.075
12.65,1.075
12.66,1.075
12.67,1.075
12.68,1.075
12.69,1.075
12.7,1.075
12.71,1.075
12.72,1.075
12.73,1.075
12.74,1.075
12.75,1.075
12.76,1.075
12.77,1.075
12.78,1.075
12.79,1.075
12.8,1.075
12.81,1.075
12.82,1.075
12.83,1.075
12.84,1.075
12.85,1.075
12.86,1.075
12.87,1.075
12.88,1.075
12.89,1.075
12.9,1.075
12.91,1.075
12.92,1.075
12.93,1.075
12.94,1.075
12.95,1.075
12.96,1.075
12.97,1.075
12.98,1.075
12.99,1.075
13,1.075
13.01,1.075
13.02,1.075
13.03,1.075
13.04,1.075
13.05,1.075
13.06,1.075
13.07,1.075
13.08,1.075
13.09,1.075
13.1,1.075
13.11,1.075
13.12,1.075
13.13,1.075
13.14,1.075
13.15,1.075
13.16,1.075
13.17,1.075
13.18,1.075
13.19,1.075
13.2,1.075
13.21,1.075
13.22,1.075
13.23,1.075
13.24,1.075
13.25,1.075
13.26,1.075
13.27,1.075
13.28,1.075
13.29,1.075
13.3,1.075
13.31,1.075
13.32,1.075
13.33,1.075
13.34,1.075
13.35,1.075
13.36,1.075
13.37,1.075
13.38,1.075
13.39,1.075
13.4,1.075
13.41,1.075
13.42,1.075
13.43,1.075
13.44,1.075
13.45,1.075
13.46,1.075
13.47,1.075
13.48,1.075
13.49,1.075
13.5,1.075
13.51,1.075
13.52,1.075
13.53,1.075
13.54,1.075
13.55,1.075
13.56,1.075
13.57,1.075
13.58,1.075
13.59,1.075
13.6,1.075
13.61,1.075
13.62,1.075
13.63,1.075
13.64,1.075
13.65,1.075
13.66,1.075
13.67,1.075
13.68,1.075
13.69,1.075
13.7,1.075
13.71,1.075
13.72,1.075
13.73,1.075
13.74,1.075
13.75,1.075
13.76,1.075
13.77,1.075
13.78,1.075
13.79,1.075
13.8,1.075
13.81,1.075
13.82,1.075
13.83,1.075
13.84,1.075
13.85,1.075
13.86,1.075
13.87,1.075
13.88,1.075
13.89,1.075
13.9,1.075
13.91,1.075
13.92,1.075
13.93,1.075
13.94,1.075
13.95,1.075
13.96,1.075
13.97,1.075
13.98,1.075
13.99,1.075
14,1.075
14.01,1.075
14.02,1.075
14.03,1.075
14.04,1.075
14.05,1.075
14.06,1.075
14.07,1.075
14.08,1.075
14.09,1.075
14.1,1.075
14.11,1.075
14.12,1.075
14.13,1.075
14.14,1.075
14.15,1.075
14.16,1.075
14.17,1.075
14.18,1.075
14.19,1.075
14.2,1.075
14.21,1.075
14.22,1.075
14.23,1.075
14.24,1.075
14.25,1.075
14.26,1.075
14.27,1.075
14.28,1.075
14.29,1.075
14.3,1.075
14.31,1.075
14.32,1.075
14.33,1.075
14.34,1.075
14.35,1.075
14.36,1.075
14.37,1.075
14.38,1.075
14.39,1.075
14.4,1.075
14.41,1.075
14.42,1.075
14.43,1.075
14.44,1.075
14.45,1.075
14.46,1.075
14.47,1.075
14.48,1.075
14.49,1.075
14.5,1.075
14.51,1.075
14.52,1.075
14.53,1.075
14.54,1.075
14.55,1.075
14.56,1.075
14.57,1.075
14.58,1.075
14.59,1.075
14.6,1.075
14.61,1.075
14.62,1.075
14.63,1.075
14.64,1.075
14.65,1.075
14.66,1.075
14.67,1.075
14.68,1.075
14.69,1.075
14.7,1.075
14.71,1.075
14.72,1.075
14.73,1.075
14.74,1.075
14.75,1.075
14.76,1.075
14.77,1.075
14.78,1.075
14.79,1.075
14.8,1.075
14.81,1.075
14.82,1.075
14.83,1.075
14.84,1.075
14.85,1.075
14.86,1.075
14.87,1.075
14.88,1.075
14.89,1.075
14.9,1.075
14.91,1.075
14.92,1.075
14.93,1.075
14.94,1.075
14.95,1.075
14.96,1.075
14.97,1.075
14.98,1.075
14.99,1.075
15,1.075
15.01,1.075
15.02,1.075
15.03,1.075
15.04,1.075
15.05,1.075
15.06,1.075
15.07,1.075
15.08,1.075
15.09,1.075
15.1,1.075
15.11,1.075
15.12,1.075
15.13,1.075
15.14,1.075
15.15,1.075
15.16,1.075
15.17,1.075
15.18,1.075
15.19,1.075
15.2,1.075
15.21,1.075
15.22,1.075
15.23,1.075
15.24,1.075
15.25,1.075
15.26,1.075
15.27,1.075
15.28,1.075
15.29,1.075
15.3,1.075
15.31,1.075
15.32,1.075
15.33,1.075
15.34,1.075
15.35,1.075
15.36,1.075
15.37,1.075
15.38,1.075
15.39,1.075
15.4,1.075
15.41,1.075
15.42,1.075
15.43,1.075
15.44,1.075
15.45,1.075
15.46,1.075
15.47,1.075
15.48,1.075
15.49,1.075
15.5,1.075
15.51,1.075
15.52,1.075
15.53,1.075
15.54,1.075
15.55,1.075
15.56,1.075
15.57,1.075
15.58,1.075
15.59,1.075
15.6,1.075
15.61,1.075
15.62,1.075
15.63,1.075
15.64,1.075
15.65,1.075
15.66,1.075
15.67,1.075
15.68,1.075
15.69,1.075
15.7,1.075
15.71,1.075
15.72,1.075
15.73,1.075
15.74,1.075
15.75,1.075
15.76,1.075
15.77,1.075
15.78,1.075
15.79,1.075
15.8,1.075
15.81,1.075
15.82,1.075
15.83,1.075
15.84,1.075
15.85,1.075
15.86,1.075
15.87,1.075
15.88,1.075
15.89,1.075
15.9,1.075
15.91,1.075
15.92,1.075
15.93,1.075
15.94,1.075
15.95,1.075
15.96,1.075
15.97,1.075
15.98,1.075
15.99,1.075
16,1.075
16.01,1.075
16.02,1.075
16.03,1.075
16.04,1.075
16.05,1.075
16.06,1.075
16.07,1.075
16.08,1.075
16.09,1.075
16.1,1.075
16.11,1.075
16.12,1.075
16.13,1.075
16.14,1.075
16.15,1.075
16.16,1.075
16.17,1.075
16.18,1.075
16.19,1.075
16.2,1.075
16.21,1.075
16.22,1.075
16.23,1.075
16.24,1.075
16.25,1.075
16.26,1.075
16.27,1.075
16.28,1.075
16.29,1.075
16.3,1.075
16.31,1.075
16.32,1.075
16.33,1.075
16.34,1.075
16.35,1.075
16.36,1.075
16.37,1.075
16.38,1.075
16.39,1.075
16.4,1.075
16.41,1.075
16.42,1.075
16.43,1.075
16.44,1.075
16.45,1.075
16.46,1.075
16.47,1.075
16.48,1.075
16.49,1.075
16.5,1.075
16.51,1.075
16.52,1.075
16.53,1.075
16.54,1.075
16.55,1.075
16.56,1.075
16.57,1.075
16.58,1.075
16.59,1.075
16.6,1.075
16.61,1.075
16.62,1.075
16.63,1.075
16.64,1.075
16.65,1.075
16.66,1.075
16.67,1.075
16.68,1.075
16.69,1.075
16.7,1.075
16.71,1.075
16.72,1.075
16.73,1.075
16.74,1.075
16.75,1.075
16.76,1.075
16.77,1.075
16.78,1.075
16.79,1.075
16.8,1.075
16.81,1.075
16.82,1.075
16.83,1.075
16.84,1.075
16.85,1.075
16.86,1.075
16.87,1.075
16.88,1.075
16.89,1.075
16.9,1.075
16.91,1.075
16.92,1.075
16.93,1.075
16.94,1.075
16.95,1.075
16.96,1.075
16.97,1.075
16.98,1.075
16.99,1.075
17,1.075
17.01,1.075
17.02,1.075
17.03,1.075
17.04,1.075
17.05,1.075
17.06,1.075
17.07,1.075
17.08,1.075
17.09,1.075
17.1,1.075
17.11,1.075
17.12,1.075
17.13,1.075
17.14,1.075
17.15,1.075
17.16,1.075
17.17,1.075
17.18,1.075
17.19,1.075
17.2,1.075
17.21,1.075
17.22,1.075
17.23,1.075
17.24,1.075
17.25,1.075
17.26,1.075
17.27,1.075
17.28,1.075
17.29,1.075
17.3,1.075
17.31,1.075
17.32,1.075
17.33,1.075
17.34,1.075
17.35,1.075
17.36,1.075
17.37,1.075
17.38,1.075
17.39,1.075
17.4,1.075
17.41,1.075
17.42,1.075
17.43,1.075
17.44,1.075
17.45,1.075
17.46,1.075
17.47,1.075
17.48,1.075
17.49,1.075
17.5,1.075
17.51,1.075
17.52,1.075
